S [00:02:24.309] submitItem(Seller0, Seller0#60, 48, 129)
S [00:02:24.319] submitItem(Seller16, Seller16#51, 32, 175)
E [00:02:24.319] submitItem(Seller16, Seller16#51, 32, 175) -> 33
S [00:02:24.319] submitItem(Seller14, Seller14#15, 84, 167)
E [00:02:24.319] submitItem(Seller14, Seller14#15, 84, 167) -> 34
S [00:02:24.319] submitItem(Seller12, Seller12#66, 12, 156)
E [00:02:24.319] submitItem(Seller12, Seller12#66, 12, 156) -> 35
S [00:02:24.319] submitItem(Seller11, Seller11#38, 68, 111)
E [00:02:24.319] submitItem(Seller11, Seller11#38, 68, 111) -> 36
S [00:02:24.319] submitItem(Seller10, Seller10#13, 80, 193)
E [00:02:24.320] submitItem(Seller10, Seller10#13, 80, 193) -> 37
S [00:02:24.320] submitItem(Seller19, Seller19#83, 91, 170)
S [00:02:24.320] submitItem(Seller32, Seller32#77, 31, 185)
E [00:02:24.320] submitItem(Seller32, Seller32#77, 31, 185) -> 39
E [00:02:24.320] submitItem(Seller13, Seller13#92, 0, 175) -> 32
E [00:02:24.320] submitItem(Seller25, Seller25#55, 98, 195) -> 31
S [00:02:24.320] submitItem(Seller26, Seller26#45, 97, 167)
E [00:02:24.320] submitItem(Seller26, Seller26#45, 97, 167) -> 40
E [00:02:24.320] submitItem(Seller15, Seller15#41, 72, 138) -> 30
E [00:02:24.320] submitItem(Seller22, Seller22#2, 60, 112) -> 22
E [00:02:24.320] submitItem(Seller24, Seller24#55, 40, 176) -> 21
E [00:02:24.320] submitItem(Seller29, Seller29#83, 84, 121) -> 17
S [00:02:24.320] submitItem(Seller9, Seller9#89, 96, 148)
E [00:02:24.320] submitItem(Seller9, Seller9#89, 96, 148) -> 41
S [00:02:24.320] submitItem(Seller17, Seller17#55, 93, 104)
E [00:02:24.320] submitItem(Seller31, Seller31#32, 56, 184) -> 15
E [00:02:24.320] submitItem(Seller17, Seller17#55, 93, 104) -> 42
S [00:02:24.320] submitItem(Seller14, Seller14#90, 8, 116)
S [00:02:24.320] submitItem(Seller16, Seller16#19, 42, 113)
E [00:02:24.320] submitItem(Seller19, Seller19#83, 91, 170) -> 38
S [00:02:24.320] submitItem(Seller20, Seller20#69, 95, 133)
S [00:02:24.320] submitItem(Seller21, Seller21#5, 46, 124)
S [00:02:24.320] submitItem(Seller30, Seller30#45, 47, 131)
E [00:02:24.320] submitItem(Seller30, Seller30#45, 47, 131) -> 47
S [00:02:24.321] submitItem(Seller26, Seller26#1, 74, 117)
S [00:02:24.321] submitItem(Seller31, Seller31#30, 49, 129)
E [00:02:24.321] submitItem(Seller21, Seller21#5, 46, 124) -> 46
E [00:02:24.321] submitItem(Seller20, Seller20#69, 95, 133) -> 45
E [00:02:24.321] submitItem(Seller16, Seller16#19, 42, 113) -> 44
E [00:02:24.321] submitItem(Seller14, Seller14#90, 8, 116) -> 43
S [00:02:24.321] submitItem(Seller21, Seller21#18, 81, 125)
E [00:02:24.321] submitItem(Seller31, Seller31#30, 49, 129) -> 49
S [00:02:24.321] submitItem(Seller19, Seller19#6, 22, 180)
E [00:02:24.321] submitItem(Seller19, Seller19#6, 22, 180) -> 51
S [00:02:24.321] submitItem(Seller17, Seller17#28, 8, 163)
E [00:02:24.321] submitItem(Seller17, Seller17#28, 8, 163) -> 52
E [00:02:24.322] submitItem(Seller26, Seller26#1, 74, 117) -> 48
S [00:02:24.322] submitItem(Seller9, Seller9#53, 57, 173)
E [00:02:24.322] submitItem(Seller9, Seller9#53, 57, 173) -> 53
S [00:02:24.322] submitItem(Seller30, Seller30#98, 16, 147)
E [00:02:24.322] submitItem(Seller30, Seller30#98, 16, 147) -> 54
E [00:02:24.322] submitItem(Seller21, Seller21#18, 81, 125) -> 50
S [00:02:24.322] submitItem(Seller33, Seller33#3, 19, 103)
E [00:02:24.322] submitItem(Seller33, Seller33#3, 19, 103) -> 55
S [00:02:24.322] submitItem(Seller14, Seller14#11, 87, 137)
S [00:02:24.322] submitItem(Seller19, Seller19#4, 72, 114)
E [00:02:24.322] submitItem(Seller14, Seller14#11, 87, 137) -> 56
E [00:02:24.322] submitItem(Seller19, Seller19#4, 72, 114) -> 57
S [00:02:24.322] submitItem(Seller17, Seller17#91, 21, 148)
S [00:02:24.322] submitItem(Seller20, Seller20#33, 88, 186)
E [00:02:24.322] submitItem(Seller17, Seller17#91, 21, 148) -> 58
E [00:02:24.322] submitItem(Seller20, Seller20#33, 88, 186) -> 59
S [00:02:24.322] submitItem(Seller1, Seller1#53, 4, 134)
E [00:02:24.322] submitItem(Seller1, Seller1#53, 4, 134) -> 60
S [00:02:24.323] submitItem(Seller9, Seller9#72, 93, 146)
E [00:02:24.323] submitItem(Seller9, Seller9#72, 93, 146) -> 61
S [00:02:24.323] submitItem(Seller30, Seller30#76, 46, 109)
E [00:02:24.323] submitItem(Seller30, Seller30#76, 46, 109) -> 62
S [00:02:24.323] submitItem(Seller34, Seller34#26, 3, 147)
E [00:02:24.323] submitItem(Seller34, Seller34#26, 3, 147) -> 63
S [00:02:24.323] submitItem(Seller8, Seller8#15, 58, 131)
E [00:02:24.323] submitItem(Seller8, Seller8#15, 58, 131) -> 64
S [00:02:24.323] submitItem(Seller36, Seller36#79, 35, 111)
E [00:02:24.323] submitItem(Seller36, Seller36#79, 35, 111) -> 65
S [00:02:24.324] submitItem(Seller0, Seller0#56, 54, 177)
E [00:02:24.324] submitItem(Seller0, Seller0#56, 54, 177) -> 66
S [00:02:24.325] submitItem(Seller37, Seller37#5, 23, 130)
E [00:02:24.326] submitItem(Seller37, Seller37#5, 23, 130) -> 67
S [00:02:24.327] submitItem(Seller38, Seller38#28, 7, 174)
E [00:02:24.327] submitItem(Seller38, Seller38#28, 7, 174) -> 68
S [00:02:24.327] submitItem(Seller2, Seller2#34, 68, 194)
E [00:02:24.328] submitItem(Seller2, Seller2#34, 68, 194) -> 69
S [00:02:24.329] submitItem(Seller39, Seller39#54, 47, 192)
E [00:02:24.329] submitItem(Seller39, Seller39#54, 47, 192) -> 70
S [00:02:24.329] submitItem(Seller40, Seller40#82, 39, 137)
E [00:02:24.330] submitItem(Seller40, Seller40#82, 39, 137) -> 71
S [00:02:24.330] submitItem(Seller41, Seller41#7, 27, 156)
E [00:02:24.331] submitItem(Seller41, Seller41#7, 27, 156) -> 72
S [00:02:24.334] submitItem(Seller42, Seller42#30, 63, 148)
E [00:02:24.334] submitItem(Seller42, Seller42#30, 63, 148) -> 73
S [00:02:24.335] submitItem(Seller42, Seller42#37, 25, 105)
E [00:02:24.335] submitItem(Seller42, Seller42#37, 25, 105) -> 74
S [00:02:24.336] submitItem(Seller44, Seller44#84, 43, 112)
E [00:02:24.336] submitItem(Seller44, Seller44#84, 43, 112) -> 75
S [00:02:24.336] submitItem(Seller6, Seller6#77, 41, 108)
E [00:02:24.336] submitItem(Seller6, Seller6#77, 41, 108) -> 76
S [00:02:24.336] submitItem(Seller49, Seller49#94, 3, 101)
E [00:02:24.336] submitItem(Seller49, Seller49#94, 3, 101) -> 77
S [00:02:24.336] submitItem(Seller47, Seller47#58, 55, 193)
S [00:02:24.336] submitItem(Seller50, Seller50#17, 88, 193)
E [00:02:24.336] submitItem(Seller47, Seller47#58, 55, 193) -> 78
E [00:02:24.336] submitItem(Seller50, Seller50#17, 88, 193) -> 79
S [00:02:24.337] submitItem(Seller45, Seller45#9, 31, 131)
S [00:02:24.337] submitItem(Seller3, Seller3#72, 61, 185)
E [00:02:24.337] submitItem(Seller3, Seller3#72, 61, 185) -> -1
E [00:02:24.337] submitItem(Seller45, Seller45#9, 31, 131) -> 80
S [00:02:24.337] submitItem(Seller5, Seller5#83, 21, 131)
E [00:02:24.337] submitItem(Seller5, Seller5#83, 21, 131) -> -1
S [00:02:24.337] submitItem(Seller4, Seller4#67, 5, 111)
E [00:02:24.337] submitItem(Seller4, Seller4#67, 5, 111) -> -1
S [00:02:24.337] submitItem(Seller28, Seller28#57, 44, 102)
E [00:02:24.337] submitItem(Seller28, Seller28#57, 44, 102) -> -1
S [00:02:24.337] submitItem(Seller52, Seller52#71, 19, 157)
E [00:02:24.337] submitItem(Seller52, Seller52#71, 19, 157) -> -1
S [00:02:24.337] submitItem(Seller27, Seller27#81, 96, 110)
E [00:02:24.337] submitItem(Seller27, Seller27#81, 96, 110) -> -1
S [00:02:24.337] submitItem(Seller51, Seller51#43, 76, 112)
E [00:02:24.337] submitItem(Seller51, Seller51#43, 76, 112) -> -1
S [00:02:24.337] submitItem(Seller7, Seller7#62, 34, 100)
E [00:02:24.337] submitItem(Seller7, Seller7#62, 34, 100) -> -1
S [00:02:24.337] submitItem(Seller23, Seller23#31, 43, 190)
S [00:02:24.337] submitItem(Seller13, Seller13#1, 10, 193)
S [00:02:24.337] submitItem(Seller32, Seller32#13, 22, 100)
S [00:02:24.337] submitItem(Seller53, Seller53#96, 7, 176)
S [00:02:24.337] submitItem(Seller16, Seller16#90, 15, 171)
E [00:02:24.337] submitItem(Seller16, Seller16#90, 15, 171) -> -1
S [00:02:24.337] submitItem(Seller17, Seller17#19, 53, 163)
S [00:02:24.337] submitItem(Seller9, Seller9#98, 58, 195)
E [00:02:24.337] submitItem(Seller9, Seller9#98, 58, 195) -> -1
S [00:02:24.337] submitItem(Seller10, Seller10#41, 56, 197)
E [00:02:24.337] submitItem(Seller10, Seller10#41, 56, 197) -> -1
S [00:02:24.337] submitItem(Seller11, Seller11#79, 7, 140)
E [00:02:24.337] submitItem(Seller11, Seller11#79, 7, 140) -> -1
S [00:02:24.337] submitItem(Seller12, Seller12#64, 11, 150)
E [00:02:24.337] submitItem(Seller12, Seller12#64, 11, 150) -> -1
S [00:02:24.337] submitItem(Seller18, Seller18#45, 92, 128)
E [00:02:24.337] submitItem(Seller18, Seller18#45, 92, 128) -> -1
S [00:02:24.337] submitItem(Seller54, Seller54#19, 91, 120)
E [00:02:24.337] submitItem(Seller54, Seller54#19, 91, 120) -> -1
S [00:02:24.337] submitItem(Seller30, Seller30#71, 15, 101)
E [00:02:24.338] submitItem(Seller30, Seller30#71, 15, 101) -> -1
S [00:02:24.338] submitItem(Seller5, Seller5#32, 60, 128)
E [00:02:24.338] submitItem(Seller5, Seller5#32, 60, 128) -> -1
E [00:02:24.338] submitItem(Seller17, Seller17#19, 53, 163) -> -1
S [00:02:24.338] submitItem(Seller20, Seller20#37, 70, 148)
E [00:02:24.338] submitItem(Seller20, Seller20#37, 70, 148) -> -1
S [00:02:24.338] submitItem(Seller34, Seller34#39, 72, 166)
S [00:02:24.338] submitItem(Seller19, Seller19#12, 77, 152)
S [00:02:24.338] submitItem(Seller14, Seller14#58, 58, 162)
S [00:02:24.338] submitItem(Seller33, Seller33#50, 73, 143)
S [00:02:24.338] submitItem(Seller21, Seller21#97, 19, 114)
S [00:02:24.338] submitItem(Seller37, Seller37#99, 26, 162)
E [00:02:24.338] submitItem(Seller37, Seller37#99, 26, 162) -> -1
S [00:02:24.338] submitItem(Seller26, Seller26#25, 19, 181)
E [00:02:24.338] submitItem(Seller26, Seller26#25, 19, 181) -> -1
S [00:02:24.338] submitItem(Seller31, Seller31#28, 40, 171)
E [00:02:24.338] submitItem(Seller31, Seller31#28, 40, 171) -> -1
E [00:02:24.338] submitItem(Seller53, Seller53#96, 7, 176) -> -1
S [00:02:24.338] submitItem(Seller11, Seller11#61, 7, 114)
E [00:02:24.338] submitItem(Seller11, Seller11#61, 7, 114) -> -1
S [00:02:24.338] submitItem(Seller29, Seller29#5, 51, 115)
E [00:02:24.338] submitItem(Seller29, Seller29#5, 51, 115) -> -1
S [00:02:24.338] submitItem(Seller24, Seller24#17, 47, 152)
E [00:02:24.338] submitItem(Seller24, Seller24#17, 47, 152) -> -1
E [00:02:24.338] submitItem(Seller13, Seller13#1, 10, 193) -> -1
E [00:02:24.338] submitItem(Seller32, Seller32#13, 22, 100) -> -1
S [00:02:24.338] submitItem(Seller22, Seller22#94, 44, 147)
E [00:02:24.338] submitItem(Seller22, Seller22#94, 44, 147) -> -1
S [00:02:24.338] submitItem(Seller15, Seller15#28, 60, 159)
E [00:02:24.338] submitItem(Seller15, Seller15#28, 60, 159) -> -1
S [00:02:24.338] submitItem(Seller25, Seller25#61, 54, 140)
E [00:02:24.338] submitItem(Seller25, Seller25#61, 54, 140) -> -1
E [00:02:24.338] submitItem(Seller23, Seller23#31, 43, 190) -> -1
S [00:02:24.338] submitItem(Seller61, Seller61#0, 15, 129)
E [00:02:24.338] submitItem(Seller61, Seller61#0, 15, 129) -> -1
S [00:02:24.338] submitItem(Seller60, Seller60#75, 27, 158)
E [00:02:24.338] submitItem(Seller60, Seller60#75, 27, 158) -> -1
S [00:02:24.338] submitItem(Seller59, Seller59#47, 35, 165)
E [00:02:24.339] submitItem(Seller59, Seller59#47, 35, 165) -> -1
S [00:02:24.339] submitItem(Seller51, Seller51#90, 12, 179)
E [00:02:24.339] submitItem(Seller51, Seller51#90, 12, 179) -> -1
S [00:02:24.339] submitItem(Seller12, Seller12#44, 21, 168)
E [00:02:24.343] submitItem(Seller12, Seller12#44, 21, 168) -> -1
E [00:02:24.343] submitItem(Seller21, Seller21#97, 19, 114) -> -1
S [00:02:24.343] submitItem(Seller0, Seller0#91, 62, 195)
E [00:02:24.343] submitItem(Seller0, Seller0#91, 62, 195) -> -1
E [00:02:24.343] submitItem(Seller19, Seller19#12, 77, 152) -> -1
E [00:02:24.343] submitItem(Seller34, Seller34#39, 72, 166) -> -1
S [00:02:24.344] submitItem(Seller49, Seller49#51, 63, 113)
E [00:02:24.344] submitItem(Seller49, Seller49#51, 63, 113) -> -1
E [00:02:24.344] submitItem(Seller14, Seller14#58, 58, 162) -> -1
S [00:02:24.344] submitItem(Seller21, Seller21#88, 6, 132)
E [00:02:24.344] submitItem(Seller21, Seller21#88, 6, 132) -> -1
S [00:02:24.345] submitItem(Seller0, Seller0#68, 75, 141)
E [00:02:24.345] submitItem(Seller0, Seller0#68, 75, 141) -> -1
S [00:02:24.345] submitItem(Seller19, Seller19#36, 16, 146)
E [00:02:24.345] submitItem(Seller19, Seller19#36, 16, 146) -> -1
E [00:02:24.345] submitItem(Seller33, Seller33#50, 73, 143) -> -1
S [00:02:24.345] submitItem(Seller47, Seller47#22, 29, 168)
E [00:02:24.345] submitItem(Seller47, Seller47#22, 29, 168) -> -1
S [00:02:24.346] submitItem(Seller21, Seller21#6, 38, 116)
E [00:02:24.346] submitItem(Seller21, Seller21#6, 38, 116) -> -1
S [00:02:24.346] submitItem(Seller19, Seller19#43, 91, 129)
E [00:02:24.347] submitItem(Seller19, Seller19#43, 91, 129) -> -1
S [00:02:24.347] submitItem(Seller33, Seller33#60, 27, 128)
E [00:02:24.347] submitItem(Seller33, Seller33#60, 27, 128) -> -1
S [00:02:24.347] submitItem(Seller36, Seller36#60, 75, 119)
E [00:02:24.347] submitItem(Seller36, Seller36#60, 75, 119) -> -1
S [00:02:24.347] submitItem(Seller1, Seller1#38, 48, 169)
E [00:02:24.347] submitItem(Seller1, Seller1#38, 48, 169) -> -1
S [00:02:24.347] submitItem(Seller8, Seller8#89, 0, 154)
E [00:02:24.347] submitItem(Seller8, Seller8#89, 0, 154) -> -1
S [00:02:24.347] submitItem(Seller35, Seller35#52, 43, 166)
E [00:02:24.347] submitItem(Seller35, Seller35#52, 43, 166) -> -1
S [00:02:24.347] submitItem(Seller52, Seller52#81, 64, 141)
E [00:02:24.347] submitItem(Seller52, Seller52#81, 64, 141) -> -1
S [00:02:24.347] submitItem(Seller45, Seller45#97, 31, 101)
E [00:02:24.347] submitItem(Seller45, Seller45#97, 31, 101) -> -1
S [00:02:24.347] submitItem(Seller50, Seller50#41, 61, 136)
E [00:02:24.347] submitItem(Seller50, Seller50#41, 61, 136) -> -1
S [00:02:24.347] submitItem(Seller56, Seller56#73, 23, 184)
E [00:02:24.347] submitItem(Seller56, Seller56#73, 23, 184) -> -1
S [00:02:24.347] submitItem(Seller14, Seller14#88, 54, 194)
E [00:02:24.347] submitItem(Seller14, Seller14#88, 54, 194) -> -1
S [00:02:24.347] submitItem(Seller64, Seller64#95, 15, 192)
E [00:02:24.347] submitItem(Seller64, Seller64#95, 15, 192) -> -1
S [00:02:24.347] submitItem(Seller6, Seller6#76, 11, 129)
E [00:02:24.347] submitItem(Seller6, Seller6#76, 11, 129) -> -1
S [00:02:24.347] submitItem(Seller21, Seller21#74, 80, 152)
E [00:02:24.347] submitItem(Seller21, Seller21#74, 80, 152) -> -1
S [00:02:24.347] submitItem(Seller3, Seller3#11, 14, 181)
E [00:02:24.347] submitItem(Seller3, Seller3#11, 14, 181) -> -1
S [00:02:24.347] submitItem(Seller63, Seller63#49, 39, 139)
E [00:02:24.347] submitItem(Seller63, Seller63#49, 39, 139) -> -1
S [00:02:24.347] submitItem(Seller4, Seller4#30, 27, 192)
E [00:02:24.347] submitItem(Seller4, Seller4#30, 27, 192) -> -1
S [00:02:24.347] submitItem(Seller43, Seller43#56, 51, 167)
E [00:02:24.347] submitItem(Seller43, Seller43#56, 51, 167) -> -1
S [00:02:24.347] submitItem(Seller58, Seller58#22, 95, 194)
E [00:02:24.347] submitItem(Seller58, Seller58#22, 95, 194) -> -1
S [00:02:24.347] submitItem(Seller42, Seller42#99, 93, 182)
E [00:02:24.347] submitItem(Seller42, Seller42#99, 93, 182) -> -1
S [00:02:24.347] submitItem(Seller61, Seller61#25, 21, 123)
E [00:02:24.347] submitItem(Seller61, Seller61#25, 21, 123) -> -1
S [00:02:24.347] submitItem(Seller25, Seller25#45, 16, 181)
E [00:02:24.347] submitItem(Seller25, Seller25#45, 16, 181) -> -1
S [00:02:24.347] submitItem(Seller22, Seller22#48, 1, 102)
E [00:02:24.347] submitItem(Seller22, Seller22#48, 1, 102) -> -1
S [00:02:24.348] submitItem(Seller24, Seller24#9, 61, 148)
E [00:02:24.348] submitItem(Seller24, Seller24#9, 61, 148) -> -1
S [00:02:24.348] submitItem(Seller33, Seller33#20, 94, 142)
E [00:02:24.348] submitItem(Seller33, Seller33#20, 94, 142) -> -1
S [00:02:24.348] submitItem(Seller56, Seller56#34, 17, 161)
E [00:02:24.348] submitItem(Seller56, Seller56#34, 17, 161) -> -1
S [00:02:24.348] submitItem(Seller9, Seller9#0, 68, 139)
E [00:02:24.348] submitItem(Seller9, Seller9#0, 68, 139) -> -1
S [00:02:24.348] submitItem(Seller11, Seller11#30, 9, 162)
E [00:02:24.348] submitItem(Seller11, Seller11#30, 9, 162) -> -1
S [00:02:24.348] submitItem(Seller41, Seller41#48, 79, 182)
E [00:02:24.348] submitItem(Seller41, Seller41#48, 79, 182) -> -1
S [00:02:24.348] submitItem(Seller40, Seller40#11, 28, 139)
E [00:02:24.348] submitItem(Seller40, Seller40#11, 28, 139) -> -1
S [00:02:24.348] submitItem(Seller12, Seller12#35, 7, 195)
S [00:02:24.348] submitItem(Seller39, Seller39#24, 24, 176)
E [00:02:24.348] submitItem(Seller39, Seller39#24, 24, 176) -> -1
S [00:02:24.348] submitItem(Seller38, Seller38#86, 25, 186)
E [00:02:24.348] submitItem(Seller38, Seller38#86, 25, 186) -> -1
S [00:02:24.348] submitItem(Seller2, Seller2#4, 14, 114)
E [00:02:24.348] submitItem(Seller2, Seller2#4, 14, 114) -> -1
S [00:02:24.348] submitItem(Seller32, Seller32#82, 34, 137)
E [00:02:24.348] submitItem(Seller32, Seller32#82, 34, 137) -> -1
S [00:02:24.348] submitItem(Seller31, Seller31#69, 65, 114)
E [00:02:24.348] submitItem(Seller31, Seller31#69, 65, 114) -> -1
S [00:02:24.348] submitItem(Seller21, Seller21#82, 48, 151)
E [00:02:24.348] submitItem(Seller21, Seller21#82, 48, 151) -> -1
S [00:02:24.348] submitItem(Seller23, Seller23#25, 95, 194)
E [00:02:24.348] submitItem(Seller23, Seller23#25, 95, 194) -> -1
S [00:02:24.348] submitItem(Seller17, Seller17#86, 57, 119)
E [00:02:24.348] submitItem(Seller17, Seller17#86, 57, 119) -> -1
S [00:02:24.348] submitItem(Seller5, Seller5#31, 15, 117)
E [00:02:24.348] submitItem(Seller5, Seller5#31, 15, 117) -> -1
S [00:02:24.348] submitItem(Seller30, Seller30#71, 71, 180)
E [00:02:24.348] submitItem(Seller30, Seller30#71, 71, 180) -> -1
S [00:02:24.348] submitItem(Seller62, Seller62#24, 99, 121)
E [00:02:24.348] submitItem(Seller62, Seller62#24, 99, 121) -> -1
S [00:02:24.348] submitItem(Seller51, Seller51#28, 1, 191)
E [00:02:24.348] submitItem(Seller51, Seller51#28, 1, 191) -> -1
S [00:02:24.349] submitItem(Seller60, Seller60#86, 70, 180)
E [00:02:24.349] submitItem(Seller60, Seller60#86, 70, 180) -> -1
S [00:02:24.349] submitItem(Seller22, Seller22#47, 70, 114)
E [00:02:24.349] submitItem(Seller22, Seller22#47, 70, 114) -> -1
S [00:02:24.349] submitItem(Seller33, Seller33#34, 30, 166)
E [00:02:24.349] submitItem(Seller33, Seller33#34, 30, 166) -> -1
S [00:02:24.349] submitItem(Seller9, Seller9#5, 46, 106)
E [00:02:24.349] submitItem(Seller9, Seller9#5, 46, 106) -> -1
S [00:02:24.349] submitItem(Seller11, Seller11#8, 91, 128)
E [00:02:24.349] submitItem(Seller11, Seller11#8, 91, 128) -> -1
S [00:02:24.349] submitItem(Seller40, Seller40#97, 27, 166)
E [00:02:24.349] submitItem(Seller40, Seller40#97, 27, 166) -> -1
S [00:02:24.349] submitItem(Seller38, Seller38#36, 20, 120)
E [00:02:24.349] submitItem(Seller38, Seller38#36, 20, 120) -> -1
S [00:02:24.349] submitItem(Seller2, Seller2#89, 99, 130)
E [00:02:24.349] submitItem(Seller2, Seller2#89, 99, 130) -> -1
S [00:02:24.349] submitItem(Seller59, Seller59#95, 18, 118)
E [00:02:24.349] submitItem(Seller59, Seller59#95, 18, 118) -> -1
S [00:02:24.349] submitItem(Seller25, Seller25#79, 7, 154)
E [00:02:24.349] submitItem(Seller25, Seller25#79, 7, 154) -> -1
S [00:02:24.349] submitItem(Seller23, Seller23#8, 70, 181)
E [00:02:24.349] submitItem(Seller23, Seller23#8, 70, 181) -> -1
S [00:02:24.349] submitItem(Seller5, Seller5#63, 65, 108)
E [00:02:24.349] submitItem(Seller5, Seller5#63, 65, 108) -> -1
S [00:02:24.349] submitItem(Seller30, Seller30#78, 44, 194)
E [00:02:24.349] submitItem(Seller30, Seller30#78, 44, 194) -> -1
S [00:02:24.349] submitItem(Seller51, Seller51#96, 4, 195)
E [00:02:24.349] submitItem(Seller51, Seller51#96, 4, 195) -> -1
S [00:02:24.349] submitItem(Seller61, Seller61#25, 54, 114)
E [00:02:24.350] submitItem(Seller61, Seller61#25, 54, 114) -> -1
S [00:02:24.350] submitItem(Seller43, Seller43#57, 76, 148)
E [00:02:24.350] submitItem(Seller43, Seller43#57, 76, 148) -> -1
S [00:02:24.350] submitItem(Seller22, Seller22#66, 92, 166)
E [00:02:24.350] submitItem(Seller22, Seller22#66, 92, 166) -> -1
S [00:02:24.350] submitItem(Seller38, Seller38#80, 94, 109)
E [00:02:24.350] submitItem(Seller38, Seller38#80, 94, 109) -> -1
S [00:02:24.350] submitItem(Seller2, Seller2#77, 47, 199)
E [00:02:24.350] submitItem(Seller2, Seller2#77, 47, 199) -> -1
S [00:02:24.350] submitItem(Seller4, Seller4#47, 60, 162)
E [00:02:24.350] submitItem(Seller4, Seller4#47, 60, 162) -> -1
S [00:02:24.350] submitItem(Seller15, Seller15#69, 80, 177)
E [00:02:24.350] submitItem(Seller15, Seller15#69, 80, 177) -> -1
S [00:02:24.350] submitItem(Seller13, Seller13#22, 14, 160)
